Date,Open,High,Low,Close,Adj Close,Volume
2023-08-21,163.300003,163.300003,163.300003,163.300003,163.272934,0
2023-08-22,164.000000,164.000000,164.000000,164.000000,163.972809,0
2023-08-23,165.100006,165.100006,165.100006,165.100006,165.072632,0
2023-08-24,166.899994,166.899994,166.899994,166.899994,166.872330,0
2023-08-25,165.500000,165.500000,165.500000,165.500000,165.472580,0
2023-08-29,167.500000,167.500000,167.500000,167.500000,167.472244,0
2023-08-30,168.199997,168.199997,168.199997,168.199997,168.172119,0
2023-08-31,169.199997,169.199997,169.199997,169.199997,169.171951,0
2023-09-01,169.500000,169.500000,169.500000,169.500000,169.471909,0
2023-09-04,169.699997,169.699997,169.699997,169.699997,169.671875,0
2023-09-05,169.699997,169.699997,169.699997,169.699997,169.671875,0
2023-09-06,169.899994,169.899994,169.899994,169.899994,169.871826,0
2023-09-07,169.000000,169.000000,169.000000,169.000000,168.971985,0
2023-09-08,168.899994,168.899994,168.899994,168.899994,168.872009,0
2023-09-11,169.100006,169.100006,169.100006,169.100006,169.071976,0
2023-09-12,170.300003,170.300003,170.300003,170.300003,170.271774,0
2023-09-13,169.600006,169.600006,169.600006,169.600006,169.571884,0
2023-09-14,171.500000,171.500000,171.500000,171.500000,171.471573,0
2023-09-15,171.899994,171.899994,171.899994,171.899994,171.871490,0
2023-09-18,170.899994,170.899994,170.899994,170.899994,170.871674,0
2023-09-19,170.399994,170.399994,170.399994,170.399994,170.371750,0
2023-09-20,171.199997,171.199997,171.199997,171.199997,171.171616,0
2023-09-21,169.300003,169.300003,169.300003,169.300003,169.271942,0
2023-09-22,168.699997,168.699997,168.699997,168.699997,168.672028,0
2023-09-25,168.600006,168.600006,168.600006,168.600006,168.572067,0
2023-09-26,168.100006,168.100006,168.100006,168.100006,168.072144,0
2023-09-27,168.000000,168.000000,168.000000,168.000000,167.972153,0
2023-09-28,167.199997,167.199997,167.199997,167.199997,167.172287,0
2023-09-29,168.699997,168.699997,168.699997,168.699997,168.672028,0
2023-10-02,167.699997,167.699997,167.699997,167.699997,167.672195,0
2023-10-03,167.600006,167.600006,167.600006,167.600006,167.572220,0
2023-10-04,165.199997,165.199997,165.199997,165.199997,165.172607,0
2023-10-05,166.100006,166.100006,166.100006,166.100006,166.072479,0
2023-10-06,165.300003,165.300003,165.300003,165.300003,165.272614,0
2023-10-09,165.100006,165.100006,165.100006,165.100006,165.088821,0
2023-10-10,166.699997,166.699997,166.699997,166.699997,166.688705,0
2023-10-11,166.600006,166.600006,166.600006,166.600006,166.588730,0
2023-10-12,167.899994,167.899994,167.899994,167.899994,167.888626,0
2023-10-13,168.399994,168.399994,168.399994,168.399994,168.388596,0
2023-10-16,167.600006,167.600006,167.600006,167.600006,167.588654,0
2023-10-17,167.500000,167.500000,167.500000,167.500000,167.488663,0
2023-10-18,167.399994,167.399994,167.399994,167.399994,167.388657,0
2023-10-19,166.300003,166.300003,166.300003,166.300003,166.288742,0
2023-10-20,164.300003,164.300003,164.300003,164.300003,164.288879,0
2023-10-23,162.399994,162.399994,162.399994,162.399994,162.388992,0
2023-10-24,163.300003,163.300003,163.300003,163.300003,163.288940,0
2023-10-25,162.899994,162.899994,162.899994,162.899994,162.888962,0
2023-10-26,161.300003,161.300003,161.300003,161.300003,161.289078,0
2023-10-27,160.699997,160.699997,160.699997,160.699997,160.689117,0
2023-10-30,160.699997,160.699997,160.699997,160.699997,160.689117,0
2023-10-31,161.600006,161.600006,161.600006,161.600006,161.589066,0
2023-11-01,163.300003,163.300003,163.300003,163.300003,163.288940,0
2023-11-02,166.100006,166.100006,166.100006,166.100006,166.088760,0
2023-11-03,165.800003,165.800003,165.800003,165.800003,165.788773,0
2023-11-06,165.899994,165.899994,165.899994,165.899994,165.888763,0
2023-11-07,166.699997,166.699997,166.699997,166.699997,166.688705,0
2023-11-08,167.500000,167.500000,167.500000,167.500000,167.488663,0
